BNpcName,BNpcNameId,BNpcBaseId,TerritoryId,Placename,Level
Ishgardian astrologian,1716,2105,r1f1,Coerthas Central Highlands,33
sweet song,2201,1634,s1f4,Western La Noscea,41
vanguard prototype,1509,2136,w1f5,Northern Thanalan,49
Racumon,1510,2137,w1f5,Northern Thanalan,49
bomb baron,1511,2138,w1f5,Northern Thanalan,49
flame recruit,1275,1206,w1f5,Northern Thanalan,44
flame recruit,1275,1208,w1f5,Northern Thanalan,44
,0,2201,s1f4,Western La Noscea,40
flame recruit,1275,1207,w1f5,Northern Thanalan,46
sylpheed screech,67,762,f1f2,East Shroud,45
sylpheed sigh,68,763,f1f2,East Shroud,45
sylpheed snarl,69,764,f1f2,East Shroud,47
dreamtoad,164,27,f1f2,East Shroud,46
Twin-tongued Addison,1512,2139,w1f5,Northern Thanalan,49
Sylphlands condor,567,403,f1f2,East Shroud,46
sylph bonnet,166,48,f1f2,East Shroud,48
Milburh,1513,2140,w1f5,Northern Thanalan,49
Sylphlands sentinel,163,24,f1f2,East Shroud,48
milkroot sapling,162,23,f1f2,East Shroud,48
milkroot cluster,165,33,f1f2,East Shroud,48
sylpheed sigh,68,763,f1f2,East Shroud,47
sylpheed snarl,69,764,f1f2,East Shroud,45
violet snarl,2318,764,f1f2,East Shroud,49
violet sigh,2317,763,f1f2,East Shroud,49
violet screech,2319,762,f1f2,East Shroud,49
sylpheed screech,67,762,f1f2,East Shroud,47
preying mantis,1852,396,s1f4,Western La Noscea,40
lammergeyer,1853,403,s1f4,Western La Noscea,41
dead man's moan,1854,20,s1f4,Western La Noscea,42
plasmoid,46,46,s1f4,Western La Noscea,40
plasmoid,46,46,s1f4,Western La Noscea,41
plasmoid,46,46,s1f4,Western La Noscea,42
Greatloam farmer,519,1213,f1f1,Central Shroud,0
lindwurm,130,53,f1f1,Central Shroud,28
sylpheed screech,67,70,f1f2,East Shroud,0
sylpheed sigh,68,71,f1f2,East Shroud,0
sylpheed snarl,69,72,f1f2,East Shroud,0
Scarface Bugaal Ja,1522,2151,s1f5,Upper La Noscea,33
storm sergeant,1331,1154,s1f5,Upper La Noscea,33
lava drake,1652,1554,r1r1,Unknown(r1r1),44
Son of Saint Coinach,1717,2164,l1f1,Mor Dhona,0
Chirada-Egi,1972,2212,s1f6,Outer La Noscea,44
Suparna-Egi,1973,2213,s1f6,Outer La Noscea,44
,0,1700,r1f1,Coerthas Central Highlands,50
,0,2222,r1f1,Coerthas Central Highlands,50
vineyard bond,1659,1212,s1f3,Eastern La Noscea,35
Jolly Green,1516,2143,s1f3,Eastern La Noscea,33
Metshaldjas,1517,2144,s1f3,Eastern La Noscea,32
off-duty porter,1660,1289,s1f3,Eastern La Noscea,37
Phanaxio of the New Leaf,1728,614,f1f2,East Shroud,40
flame sergeant,1733,1161,w1f4,Southern Thanalan,41
flame private,1371,1162,w1f4,Southern Thanalan,39
flame private,1371,1163,w1f4,Southern Thanalan,39
Amalj'aa archer,249,741,w1f4,Southern Thanalan,42
Peryton,1526,2156,s1f6,Outer La Noscea,30
Bertha,2168,2230,r1f1,Coerthas Central Highlands,38
Number 128,1527,2157,s1f6,Outer La Noscea,34
Twintania,1482,2283,s1b5,Unknown(s1b5),50
Daxio of the Dawn,1664,2120,f1f2,East Shroud,47
Volxia of the Blade,1665,2121,f1f2,East Shroud,47
wary merchant,1718,2106,w1f5,Northern Thanalan,46
Mianne Thousandmalm,1729,1188,f1f2,East Shroud,40
Balidet,1528,2158,s1f6,Outer La Noscea,47
lost Lalafell,1856,1173,s1f6,Outer La Noscea,0
magitek colossus,297,2252,w1d5,Unknown(w1d5),50
perturbed porter,1720,1289,s1f3,Eastern La Noscea,0
wine crate,1721,2107,s1f3,Eastern La Noscea,27
,0,2201,r1f1,Coerthas Central Highlands,1
storm private,1332,1154,s1f3,Eastern La Noscea,27
storm private,1332,1155,s1f3,Eastern La Noscea,27
Ultima Titan,2140,2233,w1d5,Unknown(w1d5),50
the Ultima Weapon,2137,410,w1d5,Unknown(w1d5),50
gorgimera,1446,1800,w1f5,Northern Thanalan,49
lunatic lamb,1870,2217,w1f5,Northern Thanalan,49
lunatic priest,1690,2217,w1f5,Northern Thanalan,49
lunatic follower,1681,2214,w1f5,Northern Thanalan,49
lunatic follower,1681,2216,w1f5,Northern Thanalan,49
lunatic follower,1681,2215,w1f5,Northern Thanalan,49
lunatic follower,1681,2217,w1f5,Northern Thanalan,49
lunatic lamb,1870,2214,w1f5,Northern Thanalan,49
lunatic lamb,1870,2216,w1f5,Northern Thanalan,49
Milburh the Malicious,1514,2141,w1f5,Northern Thanalan,49
lunatic lamb,1870,2215,w1f5,Northern Thanalan,49
59th Order Matriarch Go Zu,1702,2154,s1f6,Outer La Noscea,41
kobold toolbox,1722,2108,s1f6,Outer La Noscea,41
storm private,1332,1155,s1f6,Outer La Noscea,39
Ultima Titan,2140,2232,w1d5,Unknown(w1d5),50
cowering coachman,1723,1289,s1f6,Outer La Noscea,31
pack chocobo,1604,2109,s1f6,Outer La Noscea,0
imperial war hound,2113,1878,w1d4,Unknown(w1d4),50
8th Cohort sagittarius,2110,1870,w1d4,Unknown(w1d4),50
7th Cohort eques,2120,1867,w1d4,Unknown(w1d4),50
Gavial,1428,1781,r1f1,Coerthas Central Highlands,35
House Fortemps herald,1847,1666,r1f1,Coerthas Central Highlands,36
flame scout,1343,1206,w1f4,Southern Thanalan,0
House Haillenarte guard,1603,1669,r1f1,Coerthas Central Highlands,42
Bombard King,1641,2087,s1f1,Middle La Noscea,6
clockwork bug,1474,2282,s1b4,Unknown(s1b4),50
bomb balloon,1807,2227,s1f1,Middle La Noscea,5
Bombard King,1641,2087,s1f2,Lower La Noscea,11
bomb balloon,1807,2227,s1f2,Lower La Noscea,13
Bombard King,1641,2087,w1f2,Central Thanalan,6
bomb balloon,1807,2227,w1f2,Central Thanalan,5
Bombard King,1641,2087,w1f3,Eastern Thanalan,13
bomb balloon,1807,2227,w1f3,Eastern Thanalan,15
Bombard King,1641,2087,f1f1,Central Shroud,11
bomb balloon,1807,2227,f1f1,Central Shroud,11
Bombard King,1641,2087,f1f4,North Shroud,7
bomb balloon,1807,2227,f1f4,North Shroud,6
Amalj'aa shaman,1725,169,w1f4,Southern Thanalan,45
drive cylinder,686,434,s1b4,Unknown(s1b4),50
Hydaelyn,2183,2234,w1d5,Unknown(w1d5),50
magitek death claw,2121,1973,w1d5,Unknown(w1d5),50
wild dodo,393,339,s1f4,Western La Noscea,16
Wood Wailer lance,526,1183,f1f1,Central Shroud,0
tempered gladiator,337,367,w1f4,Southern Thanalan,42
tempered champion,338,368,w1f4,Southern Thanalan,42
tempered orator,339,369,w1f4,Southern Thanalan,42
flame recruit,1275,1162,w1f4,Southern Thanalan,41
flame recruit,1275,1163,w1f4,Southern Thanalan,41
flame recruit,1275,1161,w1f4,Southern Thanalan,41
onyx claw,1974,2236,l1f1,Mor Dhona,48
adamantoise,34,34,f1f3,South Shroud,0
quarantine node,1468,2270,s1b2,Unknown(s1b2),50
Phaia,1667,2123,f1f3,South Shroud,46
,0,67,f1f3,South Shroud,0
airstone,1860,2237,f1f4,North Shroud,44
storm recruit,1273,1197,s1f6,Outer La Noscea,29
kobold deacon,374,2111,s1f6,Outer La Noscea,0
Gods' Quiver bow,1861,1151,f1f4,North Shroud,47
Gods' Quiver bow,621,1150,f1f4,North Shroud,45
ADS,1459,434,s1b2,Unknown(s1b2),50
Jijiroon of the Silver Clutch,1855,2235,s1f3,Eastern La Noscea,33
8th Cohort hoplomachus,2105,2276,w1d4,Unknown(w1d4),50
magitek reaper,2092,2254,w1d4,Unknown(w1d4),50
magitek death claw,2121,2256,w1d4,Unknown(w1d4),50
8th Cohort laquearius,2106,2279,w1d4,Unknown(w1d4),50
8th Cohort medicus,2111,2280,w1d4,Unknown(w1d4),50
Boughbury trader,2164,2246,f1f3,South Shroud,32
Burchard Swiftspear,2163,1434,f1f3,South Shroud,32
Wineport militia captain,2185,2247,s1f3,Eastern La Noscea,47
7th Cohort secutor,2158,2030,w1d4,Unknown(w1d4),50
House Haillenarte guard,1603,1673,r1f1,Coerthas Central Highlands,41
scarred antelope,1992,2187,f1f3,South Shroud,23
Gaius van Baelsar,2136,410,w1d5,Unknown(w1d5),50
Coeurlclaw poacher,140,79,f1f3,South Shroud,26
magitek vanguard H-1,2089,2255,w1d4,Unknown(w1d4),50
Caduceus,1466,434,s1b1,Unknown(s1b1),50
rockskin peiste,1993,2188,w1f4,Southern Thanalan,28
dark matter mantis,1464,1997,s1b1,Unknown(s1b1),50
dark matter pugil,1480,2004,s1b1,Unknown(s1b1),50
ADS,1459,2284,s1b1,Unknown(s1b1),50
tonberry slasher,2180,2261,s1d3,Unknown(s1d3),50
Vale bat,1539,1474,r1r2,Unknown(r1r2),47
ADS,1459,2275,s1b2,Unknown(s1b2),50
Lahabrea,2143,434,w1d5,Unknown(w1d5),50
House Durendaire guard,1581,1668,r1f1,Coerthas Central Highlands,30
dreadguard,2174,2000,s1b3,Unknown(s1b3),50
dark matter slug,1479,2001,s1b3,Unknown(s1b3),50
dark matter mantis,1464,1997,s1b3,Unknown(s1b3),50
dark matter aurelia,1481,2002,s1b3,Unknown(s1b3),50
dark matter golem,1461,1998,s1b3,Unknown(s1b3),50
monitoring node,2193,434,s1b2,Unknown(s1b2),50
8th Cohort signifer,2109,2277,w1d4,Unknown(w1d4),50
8th Cohort sagittarius,2110,2278,w1d4,Unknown(w1d4),50
Captain Madison,1382,2281,s1d1,Unknown(s1d1),15
the Ultima Weapon,2137,434,w1d5,Unknown(w1d5),50
bigmouth orobon,235,302,f1f3,South Shroud,30
1st Cohort sagittarius,2128,1956,w1d5,Unknown(w1d5),50
,0,434,w1d4,Unknown(w1d4),50
wild morbol seedling,2212,2285,l1f1,Mor Dhona,42
Twintania,1482,2286,s1b5,Unknown(s1b5),50
Lightning,2216,2086,w1f4,Southern Thanalan,26
armored beast,2213,2081,w1f4,Southern Thanalan,26
Sirius uragnite,2247,2314,s1d4,Unknown(s1d4),50
zombie sailor,2256,2301,s1d4,Unknown(s1d4),50
Sirius elbst,2248,2315,s1d4,Unknown(s1d4),50
zombie barber,2257,2306,s1d4,Unknown(s1d4),50
drifting soul,2251,2303,s1d4,Unknown(s1d4),50
screamer,2255,2317,s1d4,Unknown(s1d4),50
corrupted sprite,2250,2316,s1d4,Unknown(s1d4),50
perplexed peddler,2217,1218,w1f4,Southern Thanalan,26
trembling traveler,2218,1219,w1f4,Southern Thanalan,26
scrambling citizen,2219,1290,w1f4,Southern Thanalan,26
Lightning,2216,2291,w1f4,Southern Thanalan,99
Brass Blade,1277,1157,w1f4,Southern Thanalan,23
Lightning,2216,2086,l1f1,Mor Dhona,45
Anubys,2215,2084,l1f1,Mor Dhona,42
aspect of chaos,2214,2083,l1f1,Mor Dhona,45
Odin,887,2085,l1f1,Mor Dhona,45
Symond the Unsinkable,2259,2299,s1d4,Unknown(s1d4),50
zu,2261,2292,s1d4,Unknown(s1d4),50
siren,2265,2287,s1d4,Unknown(s1d4),50
corrupted crystal,2154,434,s1d4,Unknown(s1d4),50
scrambling citizen,2219,1220,r1f1,Coerthas Central Highlands,38
Lightning,2216,2086,r1f1,Coerthas Central Highlands,38
clockwork dreadnaught,1478,2082,r1f1,Coerthas Central Highlands,38
granite gaoler,2325,2290,s1fa,Unknown(s1fa),50
???,750,2291,s1f1,Middle La Noscea,99
Lightning,2216,2086,s1f1,Middle La Noscea,12
???,750,2291,s1f4,Western La Noscea,99
Lightning,2216,2086,s1f4,Western La Noscea,12
Lightning,2216,2086,w1f3,Eastern Thanalan,26
armored beast,2213,2081,w1f3,Eastern Thanalan,26
scrambling citizen,2219,1218,w1f3,Eastern Thanalan,26
trembling traveler,2218,1219,w1f3,Eastern Thanalan,26
perplexed peddler,2217,1290,w1f3,Eastern Thanalan,26
Brass Blade,1277,1157,w1f3,Eastern Thanalan,23
Lightning,2216,2291,w1f3,Eastern Thanalan,99
Tyrant,2264,2328,s1d4,Unknown(s1d4),50
corrupted aether cloud,2258,2329,s1d4,Unknown(s1d4),50
corrupted slime,2249,2305,s1d4,Unknown(s1d4),50
zombie war hound,2260,2300,s1d4,Unknown(s1d4),50
zu cockerel,2262,2293,s1d4,Unknown(s1d4),50
zu pullet,2263,2294,s1d4,Unknown(s1d4),50
zu egg,2267,2295,s1d4,Unknown(s1d4),50
zu egg,2267,2296,s1d4,Unknown(s1d4),50
,0,2298,s1d4,Unknown(s1d4),50
zombie storm private,2266,2288,s1d4,Unknown(s1d4),50
zombie storm sergeant,2513,2289,s1d4,Unknown(s1d4),50
the Ultima Weapon,2137,434,w1fb,Unknown(w1fb),50
the Ultima Weapon,2137,2319,w1fb,Unknown(w1fb),50
Ultima Ifrit,2139,2320,w1fb,Unknown(w1fb),50
Ultima Titan,2140,2321,w1fb,Unknown(w1fb),50
Ultima Garuda,2141,2322,w1fb,Unknown(w1fb),50
aetheroplasm,2138,2323,w1fb,Unknown(w1fb),50
ultimaplasm,2324,2324,w1fb,Unknown(w1fb),50
magitek bit,2142,2325,w1fb,Unknown(w1fb),50
bomb boulder,1803,2326,w1fb,Unknown(w1fb),50
zu,2261,2297,s1d4,Unknown(s1d4),50
Sirius leech,2245,2304,s1d4,Unknown(s1d4),50
bhoot,2252,2302,s1d4,Unknown(s1d4),50
corrupted pudding,2253,2318,s1d4,Unknown(s1d4),50
imperial assault craft,510,434,w1fb,Unknown(w1fb),50
Ifrit,1185,2312,w1fa,Unknown(w1fa),50
infernal nail,1186,2331,w1fa,Unknown(w1fa),50
Whiskerwall Kupdi Koop,718,221,f1fa,Unknown(f1fa),50
Ruffletuft Kupta Kapa,719,222,f1fa,Unknown(f1fa),50
Furryfoot Kupli Kipp,720,223,f1fa,Unknown(f1fa),50
Woolywart Kupqu Kogi,721,224,f1fa,Unknown(f1fa),50
Pukla Puki the Pomburner,722,225,f1fa,Unknown(f1fa),50
Puksi Piko the Shaggysong,723,226,f1fa,Unknown(f1fa),50
Pukna Pako the Tailturner,724,227,f1fa,Unknown(f1fa),50
Good King Moggle Mog XII,725,228,f1fa,Unknown(f1fa),50
crate of illicit concoctions,2241,2493,r1f1,Coerthas Central Highlands,35
soldiers' effects,2242,2494,r1f1,Coerthas Central Highlands,40
airship wreckage,2243,2495,l1f1,Mor Dhona,45
Allagan artifact,2244,2496,l1f1,Mor Dhona,45
Woolywart Kupqu Kogi,721,2946,f1fa,Unknown(f1fa),50
Garuda,1644,434,r1fa,Unknown(r1fa),50
ornery karakul,795,719,r1f1,Coerthas Central Highlands,37
ornery karakul,795,719,r1f1,Coerthas Central Highlands,39
ornery karakul,795,719,r1f1,Coerthas Central Highlands,38
,0,2286,f1fa,Unknown(f1fa),50
,0,2286,w1fb,Unknown(w1fb),50
zombie sailor,2256,2330,s1d4,Unknown(s1d4),50
corrupted petite pudding,2254,2327,s1d4,Unknown(s1d4),50
bone dragon,706,2348,l1r1,Unknown(l1r1),50
platinal,707,2349,l1r1,Unknown(l1r1),50
iron giant,730,2357,l1r1,Unknown(l1r1),50
comet,731,2358,l1r1,Unknown(l1r1),50
Allagan energy tower,2510,2359,l1r1,Unknown(l1r1),50
stone brickman,2221,2310,w1f2,Central Thanalan,7
Pukla Puki the Pomburner,722,2946,f1fa,Unknown(f1fa),50
Good King Moggle Mog XII,725,2946,f1fa,Unknown(f1fa),50
valefor,820,2404,l1r1,Unknown(l1r1),50
greater demon,822,2405,l1r1,Unknown(l1r1),50
dira,1864,2406,l1r1,Unknown(l1r1),50
valefor,820,2398,l1r1,Unknown(l1r1),50
cursed eye,1871,2402,l1r1,Unknown(l1r1),50
vassago,1876,2410,l1r1,Unknown(l1r1),50
Allagan bomb,1873,2407,l1r1,Unknown(l1r1),50
Allagan napalm,1875,2409,l1r1,Unknown(l1r1),50
Atomos,1872,2403,l1r1,Unknown(l1r1),50
valar,821,2399,l1r1,Unknown(l1r1),50
lightning homunculus,740,2396,l1r1,Unknown(l1r1),50
wind homunculus,738,2394,l1r1,Unknown(l1r1),50
earth homunculus,739,2395,l1r1,Unknown(l1r1),50
fire homunculus,736,2392,l1r1,Unknown(l1r1),50
water homunculus,741,2397,l1r1,Unknown(l1r1),50
ice homunculus,737,2393,l1r1,Unknown(l1r1),50
greater demon,822,2400,l1r1,Unknown(l1r1),50
dira,1864,2401,l1r1,Unknown(l1r1),50
rimy biast,691,191,r1f1,Coerthas Central Highlands,48
hecatoncheir mastermind,2282,2375,w1d6,Unknown(w1d6),50
mining dross,2283,2376,w1d6,Unknown(w1d6),50
mining dross,2283,2377,w1d6,Unknown(w1d6),50
mining dross,2283,2378,w1d6,Unknown(w1d6),50
flambeau,983,2379,w1d6,Unknown(w1d6),50
Allagan balloon,1874,2408,l1r1,Unknown(l1r1),50
cursed eye,1871,2411,l1r1,Unknown(l1r1),50
manor jester,426,2412,f1d4,Unknown(f1d4),50
manor butler,2340,2413,f1d4,Unknown(f1d4),50
manor steward,427,2414,f1d4,Unknown(f1d4),50
Gogmagolem,2285,2381,w1d6,Unknown(w1d6),50
blasting cap,1303,2383,w1d6,Unknown(w1d6),50
shattering cap,2287,2384,w1d6,Unknown(w1d6),50
kindling sprite,2288,2385,w1d6,Unknown(w1d6),50
waymaker bomb,2295,2683,w1d6,Unknown(w1d6),50
Diluxio,2366,2473,f1f2,East Shroud,49
Diluxio's lackey,2365,2472,f1f2,East Shroud,49
Diluxio's toady,2364,2471,f1f2,East Shroud,49
hoary goobbue,687,320,s1f3,Eastern La Noscea,50
Ixali limbcutter,909,2448,f1f4,North Shroud,50
Ixali soilseer,910,2449,f1f4,North Shroud,47
Ixali bolecleaver,911,2450,f1f4,North Shroud,47
brutish imp,692,2477,w1f1,Western Thanalan,50
gruesome gargoyle,693,2478,w1f1,Western Thanalan,50
gnarled gargoyle,694,2479,w1f1,Western Thanalan,50
Ascian conjurer,695,2480,w1f1,Western Thanalan,50
Ascian thaumaturge,697,2481,w1f1,Western Thanalan,50
ruins runner,2,2,zoo,Open World,1
,0,3,zoo,Open World,1
antelope stag,4,4,zoo,Open World,1
galago,408,5,zoo,Open World,1
leaping ringtail,2020,6,zoo,Open World,1
,0,7,zoo,Open World,1
ked,8,8,zoo,Open World,1
Thavnairian miteling,571,9,zoo,Open World,1
,0,10,zoo,Open World,1
banemite straggler,2033,11,zoo,Open World,1
chasm buzzard,301,12,zoo,Open World,1
highland condor,398,13,zoo,Open World,1
,1,14,zoo,Open World,1
,1,15,zoo,Open World,1
wild hog,15,16,zoo,Open World,1
,1,17,zoo,Open World,1
,0,20,zoo,Open World,1
deepvoid scamp,2039,21,zoo,Open World,1
,0,22,zoo,Open World,1
,0,23,zoo,Open World,1
,0,24,zoo,Open World,1
,0,25,zoo,Open World,1
toxic toad,216,26,zoo,Open World,1
,0,27,zoo,Open World,1
,0,28,zoo,Open World,1
,0,29,zoo,Open World,1
pumice golem,2188,30,zoo,Open World,1
,0,31,zoo,Open World,1
,0,32,zoo,Open World,1
,0,33,zoo,Open World,1
,0,34,zoo,Open World,1
,0,35,zoo,Open World,1
,0,36,zoo,Open World,1
,0,37,zoo,Open World,1
,0,38,zoo,Open World,1
,0,39,zoo,Open World,1
,0,40,zoo,Open World,1
,0,41,zoo,Open World,1
,0,42,zoo,Open World,1
,0,43,zoo,Open World,1
buzzing djigga,587,44,zoo,Open World,1
will-o'-the-wyke,2918,45,zoo,Open World,1
,0,46,zoo,Open World,1
,0,47,zoo,Open World,1
sylph bonnet,166,48,zoo,Open World,1
,0,49,zoo,Open World,1
,0,50,zoo,Open World,1
,0,51,zoo,Open World,1
,0,52,zoo,Open World,1
,0,53,zoo,Open World,1
,0,57,zoo,Open World,1
trained deathgaze,2032,58,zoo,Open World,1
water sprite,56,59,zoo,Open World,1
,0,65,zoo,Open World,1
,0,66,zoo,Open World,1
,0,67,zoo,Open World,1
,0,68,zoo,Open World,1
,0,69,zoo,Open World,1
tempered sylph,538,70,zoo,Open World,1
sylpheed wail,2320,71,zoo,Open World,1
sylph in Scion's clothing,2877,72,zoo,Open World,1
sylpheed song,70,73,zoo,Open World,1
Silbexio of the Dusken Knot,71,74,zoo,Open World,1
,0,75,zoo,Open World,1
,0,76,zoo,Open World,1
,0,77,zoo,Open World,1
Aerico,75,78,zoo,Open World,1
,0,94,zoo,Open World,1
,0,95,zoo,Open World,1
,0,96,zoo,Open World,1
,0,97,zoo,Open World,1
,0,98,zoo,Open World,1
,0,99,zoo,Open World,1
spriggan chumbler,576,100,zoo,Open World,1
spriggan graverobber,317,101,zoo,Open World,1
,0,102,zoo,Open World,1
,0,103,zoo,Open World,1
,0,104,zoo,Open World,1
,1,105,zoo,Open World,1
,0,106,zoo,Open World,1
,0,107,zoo,Open World,1
,0,108,zoo,Open World,1
,0,109,zoo,Open World,1
,0,110,zoo,Open World,1
,0,111,zoo,Open World,1
,0,112,zoo,Open World,1
,0,113,zoo,Open World,1
,0,114,zoo,Open World,1
,0,115,zoo,Open World,1
,0,116,zoo,Open World,1
,0,117,zoo,Open World,1
,0,118,zoo,Open World,1
,0,119,zoo,Open World,1
,0,120,zoo,Open World,1
,0,121,zoo,Open World,1
,0,122,zoo,Open World,1
,0,123,zoo,Open World,1
,0,124,zoo,Open World,1
inconspicuous imp,456,125,zoo,Open World,1
skeleton soldier,110,126,zoo,Open World,1
Deepcroft miteling,111,127,zoo,Open World,1
,0,128,zoo,Open World,1
,0,129,zoo,Open World,1
,0,130,zoo,Open World,1
,0,131,zoo,Open World,1
,0,132,zoo,Open World,1
wind sprite,115,133,zoo,Open World,1
,0,134,zoo,Open World,1
lightning spark,2190,135,zoo,Open World,1
,0,136,zoo,Open World,1
,0,138,zoo,Open World,1
,0,139,zoo,Open World,1
malodorous morbol,2871,140,zoo,Open World,1
,0,141,zoo,Open World,1
young anole,605,142,zoo,Open World,1
,0,143,zoo,Open World,1
toxic battrap,123,149,zoo,Open World,1
,0,150,zoo,Open World,1
pus gnat,125,151,zoo,Open World,1
,0,156,zoo,Open World,1
,0,157,zoo,Open World,1
forest yarzon,381,159,zoo,Open World,1
eft,289,160,zoo,Open World,1
,0,161,zoo,Open World,1
,0,162,zoo,Open World,1
,0,163,zoo,Open World,1
,0,164,zoo,Open World,1
,0,166,zoo,Open World,1
,0,167,zoo,Open World,1
,0,168,zoo,Open World,1
Amalj'aa shaman,1725,169,zoo,Open World,1
Qiqirn trafficker,1244,170,zoo,Open World,1
,0,171,zoo,Open World,1
,0,172,zoo,Open World,1
,0,173,zoo,Open World,1
,0,174,zoo,Open World,1
,0,175,zoo,Open World,1
,0,176,zoo,Open World,1
,0,177,zoo,Open World,1
dark matter pelican,1465,178,zoo,Open World,1
giant oxpecker,1316,179,zoo,Open World,1
,0,180,zoo,Open World,1
,0,181,zoo,Open World,1
deepvoid watcher,2040,182,zoo,Open World,1
ahriman,242,183,zoo,Open World,1
,0,184,zoo,Open World,1
,0,185,zoo,Open World,1
,0,186,zoo,Open World,1
,0,187,zoo,Open World,1
,0,188,zoo,Open World,1
,0,189,zoo,Open World,1
,0,190,zoo,Open World,1
,0,191,zoo,Open World,1
,0,192,zoo,Open World,1
,0,193,zoo,Open World,1
,0,194,zoo,Open World,1
,0,195,zoo,Open World,1
,0,196,zoo,Open World,1
,0,197,zoo,Open World,1
,0,198,zoo,Open World,1
,0,199,zoo,Open World,1
,0,200,zoo,Open World,1
4th Cohort vanguard,1820,201,zoo,Open World,1
,0,202,zoo,Open World,1
,0,203,zoo,Open World,1
,0,204,zoo,Open World,1
holed mole,2866,205,zoo,Open World,1
,0,206,zoo,Open World,1
,0,207,zoo,Open World,1
,0,208,zoo,Open World,1
,0,209,zoo,Open World,1
,0,210,zoo,Open World,1
,0,211,zoo,Open World,1
,0,212,zoo,Open World,1
,0,213,zoo,Open World,1
,0,214,zoo,Open World,1
,0,215,zoo,Open World,1
,0,216,zoo,Open World,1
,0,217,zoo,Open World,1
,0,218,zoo,Open World,1
,0,219,zoo,Open World,1
,0,220,zoo,Open World,1
,0,221,zoo,Open World,1
,0,222,zoo,Open World,1
,0,223,zoo,Open World,1
,0,224,zoo,Open World,1
,0,225,zoo,Open World,1
,0,226,zoo,Open World,1
,0,227,zoo,Open World,1
,0,228,zoo,Open World,1
Whiskerwall Kupdi Koop,718,229,zoo,Open World,1
Ruffletuft Kupta Kapa,719,230,zoo,Open World,1
Furryfoot Kupli Kipp,720,231,zoo,Open World,1
Woolywart Kupqu Kogi,721,232,zoo,Open World,1
Pukla Puki the Pomburner,722,233,zoo,Open World,1
Puksi Piko the Shaggysong,723,234,zoo,Open World,1
Pukna Pako the Tailturner,724,235,zoo,Open World,1
Good King Moggle Mog XII,2752,236,zoo,Open World,1
,0,237,zoo,Open World,1
,0,238,zoo,Open World,1
,0,239,zoo,Open World,1
,0,240,zoo,Open World,1
,0,241,zoo,Open World,1
,0,242,zoo,Open World,1
,0,243,zoo,Open World,1
,0,244,zoo,Open World,1
,0,245,zoo,Open World,1
,0,246,zoo,Open World,1
,0,247,zoo,Open World,1
,0,248,zoo,Open World,1
,0,251,zoo,Open World,1
,0,253,zoo,Open World,1
,0,254,zoo,Open World,1
Lady Amandine,422,255,zoo,Open World,1
lady's handmaiden,424,256,zoo,Open World,1
lady's candle,425,257,zoo,Open World,1
manor sentry,428,258,zoo,Open World,1
,0,259,zoo,Open World,1
,0,260,zoo,Open World,1
fleshy pod,437,261,zoo,Open World,1
,0,262,zoo,Open World,1
,0,263,zoo,Open World,1
,0,264,zoo,Open World,1
,0,265,zoo,Open World,1
,0,266,zoo,Open World,1
,0,267,zoo,Open World,1
attic bat,430,268,zoo,Open World,1
,0,269,zoo,Open World,1
,0,270,zoo,Open World,1
,0,271,zoo,Open World,1
manor claviger,423,272,zoo,Open World,1
manor jester,426,273,zoo,Open World,1
,0,274,zoo,Open World,1
manor sentry,428,275,zoo,Open World,1
manor maidservant,633,276,zoo,Open World,1
,0,277,zoo,Open World,1
,0,278,zoo,Open World,1
,0,279,zoo,Open World,1
,0,280,zoo,Open World,1
,0,281,zoo,Open World,1
,0,282,zoo,Open World,1
,0,283,zoo,Open World,1
,0,284,zoo,Open World,1
,0,285,zoo,Open World,1
,0,286,zoo,Open World,1
,0,287,zoo,Open World,1
,0,288,zoo,Open World,1
,0,289,zoo,Open World,1
,0,290,zoo,Open World,1
,0,291,zoo,Open World,1
,0,292,zoo,Open World,1
,0,293,zoo,Open World,1
tainted earth sprite,134,294,zoo,Open World,1
honeybee swarm,553,295,zoo,Open World,1
tainted wind sprite,135,296,zoo,Open World,1
tainted water sprite,136,297,zoo,Open World,1
young antelope stag,142,298,zoo,Open World,1
tainted wind sprite,135,299,zoo,Open World,1
,0,300,zoo,Open World,1
,0,301,zoo,Open World,1
,0,302,zoo,Open World,1
wild wolf,1180,303,zoo,Open World,1
stroper,238,304,zoo,Open World,1
deepvoid soul,2038,305,zoo,Open World,1
glowfly,211,306,zoo,Open World,1
,0,307,zoo,Open World,1
,0,308,zoo,Open World,1
sea wasp,360,312,zoo,Open World,1
,0,313,zoo,Open World,1
,0,314,zoo,Open World,1
hoary goobbue,687,320,zoo,Open World,1
,0,321,zoo,Open World,1
,0,322,zoo,Open World,1
,0,323,zoo,Open World,1
,0,324,zoo,Open World,1
,0,325,zoo,Open World,1
megalocrab,561,326,zoo,Open World,1
balloon,17,327,zoo,Open World,1
,0,328,zoo,Open World,1
,0,329,zoo,Open World,1
,0,330,zoo,Open World,1
,0,331,zoo,Open World,1
,0,332,zoo,Open World,1
tainted earth sprite,134,333,zoo,Open World,1
,0,334,zoo,Open World,1
,0,335,zoo,Open World,1
tainted earth sprite,134,336,zoo,Open World,1
,0,337,zoo,Open World,1
,0,338,zoo,Open World,1
,0,339,zoo,Open World,1
