key,name
2896,
2897,Sandblast
2898,Desert Storm
2899,Dust to Dust
2900,Iron Pike
2901,Crackle Hiss
2902,Critical Rip
2903,Spike Flail
2904,Erratic Blaster
2905,Erratic Blaster
2906,Electrification
2907,Wild Charge
2908,Electric Shock
2909,Electrocharge
2910,Electric Burst
2911,Heat Lightning
2912,Heat Lightning
2913,Cyclonic Chaos
2914,Cyclonic Chaos
2915,Electric Burst
2916,Crackle Hiss
2917,Spike Flail
2918,Erratic Blaster
2919,Erratic Blaster
2920,Static Discharge
2921,Electric Burst
2922,(仮)ティアマット：メカハイドラ：オートアタック：バハムートダンジョン3
2923,Resonance
2924,Nerve Gas
2925,Nerve Gas
2926,Nerve Gas
2927,Barofield
2928,Barofield
2929,Main Head
2930,Secondary Head
2931,Secondary Head
2932,(仮)ティアマット：メカハイドラ：3連メテオ発射/A：バハムートダンジョン3
2933,(仮)ティアマット：メカハイドラ：3連メテオ発射/B：バハムートダンジョン3
2934,Seed of the Rivers
2935,Seed of the Sea
2936,Emergency Mode
2937,Nerve Cloud
2938,Nerve Cloud
2939,Nanospore Jet
2940,Nanospore Cloud
2941,Auto-cannons
2942,Self-destruct
2943,Vacuum Wave
2944,(仮)ダラガブ球：AA：バハムートダンジョン3/ボス2用
2945,Node Retrieval
2946,Object 199
2947,Repelling Cannons
2948,Gravity Field
2949,Forked Lightning
2950,Forked Lightning
2951,Revelation
2952,Brand of Purgatory
2953,Chain of Purgatory
2954,Arm of Purgatory
2955,Flames of Unforgiveness
2956,Blackfire
2957,Blackfire Blaze
2958,Blackfire Wave
2959,Whitefire
2960,Whitefire
2961,Bluefire
2962,Bluefire
2963,Redfire
2964,Redfire Blast
2965,Redfire Blaze
2966,(仮)フェニックス：原種：飛び上がる：バハムートダンジョン3
2967,(仮)フェニックス：原種：着地：バハムートダンジョン3
2968,Flames of Rebirth
2969,Flames of Rebirth
2970,Flames of Rebirth
2971,Flames of Rebirth
2972,Fountain of Fire
2973,Fountain of Life
2974,Fountain of Death
2975,Summon
2976,Scorched Pinion
2977,Scorched Pinion
2978,Redfire Plume
2979,Redfire Plume
2980,Rejuvenation
2981,(仮)ワイバーン：ズー：火の鳥：ポップ時アクション：バハムートダンジョン3
2982,Sharp Strike
2983,Sharp Strike
2984,Sharp Strike
2985,Fantod
2986,Fantod
2987,Fantod
2988,(仮)バハムート：霊体：オートアタック：バハムートダンジョン3
2989,Flare Breath
2990,Flatten
2991,Megaflare
2992,Megaflare
2993,Megaflare
2994,Megaflare
2995,Megaflare
2996,Megaflare Strike
2997,Earth Shaker
2998,Earth Shaker
2999,Earth Shaker
3000,Earth Shaker
3001,Gigaflare
3002,Gigaflare
3003,Flare Star
3004,Flare Star
3005,Rage of Bahamut
3006,(仮)バハムート：霊体：上空へ飛び立つ：バハムートダンジョン3
3007,(仮)バハムート：霊体：上空から地上に着地する：バハムートダンジョン3
3008,Megaflare Dive
3009,Teraflare
3010,Akh Morn
3011,Akh Morn
3012,Tempest Wing
3013,Deadly Drive
3014,Blazing Trail
3015,Bravery
3016,Double Dive
3017,Plummet
3018,Death Sentence
3019,Fireball
3020,Ripper Claw
3021,Tail Smash
3022,Devour
3023,Bloody Claw
3024,Pole Reversal
3025,Apocalypse
3026,Evil Eye
3027,Calcifying Mist
3028,Baleful Roar
3029,Shot
3030,Rotoswipe
3031,(仮)ダラガブ球：AA：バハムートダンジョン3：2層Trash
3032,Subduction
3033,the Giving Sea
3034,Burst
3035,Death Grip
3036,Wild Charge
3037,Frost Bow
3038,attack
3039,Glass Dance
3040,Avalanche
3041,Icebrand
3042,Hailstorm
3043,Permafrost
3044,attack
3045,attack
3046,Absolute Zero
3047,attack
3048,Heavenly Strike
3049,Glacier Bash
3050,Dreams of Ice
3051,Icicle Impact
3052,Whiteout
3053,the Warden's Verdict
3054,Impale
3055,Mark of Death
3056,Inspire
3057,Stun Claws
3058,Expire
3059,Aqua Ball
3060,Tail Screw
3061,Wild Instinct
3062,Hornswaggle
3063,Scuttle
3064,Keelhaul
3065,Aim
3066,Musket
3067,Walk the Plank
3068,Tackle
3069,Ink Jet
3070,Ink Blot
3071,Wallop
3072,Strangle
3073,Seize
3074,Hurl
3075,Seawater Cannon
3076,Wallop
3077,Clearout
3078,Self-destruct
3079,Snow Drift
3080,Snow Drift
3081,Aura
3082,Tundra
3083,Cold Wave
3084,Ice Guillotine
3085,Hypothermal Combustion
3086,Death Grip
3087,Frozen Mist
3088,Buffet
3089,Northerlies
3090,Snow Boulder
3091,Double Smash
3092,Elbow Drop
3093,Blizzard
3094,
3095,Pillar Impact
3096,Pillar Pierce
3097,Pillar Shatter
3098,Heavy Attack
3099,Thousand-year Storm
3100,Heavensward Howl
3101,Thousand-year Storm
3102,Ecliptic Bite
3103,Lunar Cry
3104,5000 Needles
3105,"100,000 Needles"
3106,3000 Needles
3107,Sabotendash
3108,Smite of Fury
3109,Flurry of Rage
3110,Light of Anathema
3111,Cold Wave
3112,Cactguard
3113,Transcendence
3114,Chaotic Eye
3115,Goad
3116,Whispers of Ire
3117,Severe Snort
3118,Snort
3119,Snortsault
3120,Snortsault
3121,Snortsault
3122,FUNGAH
3123,FUNGAH
3124,人型：拘束：事件屋ヒルディ
3125,Fungah
3126,Fungahhh
3127,Fireball
3128,Grind
3129,Bosom Buddies
3130,4-tonze Weight
3131,4-tonze Weight
3132,Imp Song
3133,Aqua Breath
3134,Megavolt
3135,Tentacle
3136,Wallop
3137,Clearout
3138,Bosom Buddies
3139,Imp Punch
3140,
3141,Sanngetall
3142,Sanngetall
3143,Hall of Sorrow
3144,Einherjar
3145,Valknut
3146,Darksteel Reins
3147,Hall of Stone
3148,Hall of Stone
3149,Hall of Lead
3150,Hall of Lead
3151,Gungnir
3152,Gagnrath
3153,Gungnir
3154,Zantetsuken
3155,Shin-Zantetsuken
3156,Hypothermal Combustion
3157,Death Blossom
3158,Throwing Dagger
3159,Snortsault
3160,Pillar Impact
3161,Chains of Malison
3162,attack
3163,Holmgang
3164,(仮)人型：真デュラハン：オートアタック：古城アムダハード
3165,Geirrothr
3166,Hall of Sorrow
3167,Valfodr
3168,Yggr
3169,Smite of Gloom
3170,Ripples of Gloom
3171,Invisible
3172,Batter
3173,Entrance
3174,Doppelganger
3175,Banishing Light
3176,Banishing Light
3177,Cadaveric Spasm
3178,Sleight
3179,Spontaneous Combustion
3180,(仮)バハムート・ネール：ピエロ：オートアタック：古城アムダハード
3181,Jongleur's X
3182,Blackout
3183,Wild Card
3184,Black Wind
3185,Sleight
3186,Jester's Reap
3187,Death Scythe
3188,Abyssal Charge
3189,Swarm
3190,Viscid Emission
3191,Arboreal Storm
3192,Acorn Bomb
3193,Clearout
3194,Bitter Nectar
3195,Crash Down
3196,Makibishi
3197,Ilsabardian Regen
3198,Melt
3199,Melt
3200,Shatter
3201,Burst
3202,Suiyaku
3203,Raiton
3204,Raiton
3205,Katon
3206,Shadowspawn
3207,Kanashibari
3208,Rebirth
3209,Tempest Wing
3210,透明：シヴァ：凍結レクト：ノックバック用/ヒロイック
3211,Batterhorn
3212,Fire Angon
3213,Blazing Angon
3214,Burning Memories
3215,Clobber
3216,Blazing Angon
3217,Firespit
3218,Groundburst
3219,Toad
3220,Sacred Standard
3221,Standard Retrieval
3222,Grip of Fury
3223,Grip of Fire
3224,Grip of Fens
3225,Grip of Ferrum
3226,Rushing Slash
3227,Vorpal Wheel
3228,Rot Gas
3229,Tyrannic Blare
3230,Soul Douse
3231,Sacred Idol
3232,Grip of Fever
3233,Groundburst
3234,Hide
3235,Howling Moon
3236,Arrow Deluge
3237,
3238,Grip of Fever
3239,Snow Boulder
3240,
3241,Slabber
3242,Devour
3243,Engorge
3244,Spew
3245,Predator Claws
3246,Tail Blow
3247,Hound Out of Hell
3248,Innerspace
3249,Mini
3250,Sulphurous Breath
3251,Sulphurous Breath
3252,Lightning Bolt
3253,Lightning Bolt
3254,Ululation
3255,Triclip
3256,Deadly Thrust
3257,Detonator
3258,Elbow Drop
3259,Double Smash
3260,10-tonze Swipe
3261,10-tonze Swing
3262,
3263,
3264,
3265,
3266,Stranger Tides
3267,World's End
3268,Blood Drain
3269,
3270,
3271,
3272,Double Vision
3273,Sullen Gaze
3274,Ireful Gaze
3275,Level 100 Flare
3276,Level 100 Flare
3277,Level 150 Death
3278,Level 150 Death
3279,Death
3280,Stare
3281,Mortal Gaze
3282,Discordance
3283,Fermata
3284,Breath of Light
3285,Breath of Fire
3286,Breath of Ice
3287,Breath of Thunder
3288,Breath of Poison
3289,Radiance
3290,Fireball
3291,Seep
3292,
3293,attack
3294,Heat Wave
3295,White Breath
3296,attack
3297,Zero-form Particle Beam
3298,Feint Particle Beam
3299,Feint Particle Beam
3300,Particle Beam
3301,Particle Beam
3302,Particle Beam
3303,Bad Breath
3304,Black Thunder
3305,Flood of Darkness
3306,attack
3307,Low Voltage
3308,Object 130
3309,Auto-cannons
3310,Self-destruct
3311,High-powered Beam
3312,Repelling Cannons
3313,Web
3314,Web
3315,Aero II
3316,Aero II
3317,Woken Wind
3318,Buffet
3319,Turbulence
3320,Missile
3321,Eerie Soundwave
3322,White Wind
3323,Cockcrow
3324,Declaration
3325,Masamune
3326,Electrogenetic Force
3327,Invisible Touch
3328,Dragon's Lair
3329,Dragonfire
3330,Dragonspirit
3331,Dragonflight
3332,Dragonstrike
3333,Sword Dance
3334,Sword Dance
3335,Enchain
3336,Divider
3337,Icewind
3338,Moonlight
3339,Bloomshower
3340,Marrow Drain
3341,Marrow Drain
3342,Marrow Drain
3343,the Ram's Voice
3344,the Dragon's Voice
3345,Mean Thrash
3346,Diarchy
3347,Ball of Fire
3348,Ball of Ice
3349,Whirlwind Slash
3350,Bitter End
3351,Pradamante
3352,Giga Jump
3353,Tiny Song
3354,attack
3355,attack
3356,Full Force
3357,
3358,Eyes on Me
3359,Aegis Boon
3360,Raw Destruction
3361,Cometeor
3362,Empyrean Rain
3363,テュポーン：自分中心円：ゴールドソーサー
3364,テュポーン：ステージ外周：ゴールドソーサー
3365,テュポーン：扇：ゴールドソーサー
3366,テュポーン：直線：ゴールドソーサー
3367,テュポーン：GT：ゴールドソーサー
3368,透明：テュポーン：GT：ゴールドソーサー
3369,Landwaster
3370,Body Slam
3371,Sidewise Slice
3372,Seismic Impact
3373,Blazing Shriek
3374,Underfoot
3375,Burst
3376,
3377,Iron Kiss
3378,Spindly Finger
3379,Pitch Bomb
3380,Dragonkiller
3381,Whirlwind Slash
3382,Bitter End
3383,Pradamante
3384,Flamethrower
3385,Heavy Swing
3386,Mark XLI Quick-firing Cannon
3387,Intake
3388,Mark XLIII Mini Cannon
3389,Flamethrower
3390,Flamethrower
3391,Carpet Bomb
3392,Carpet Bomb
3393,Blitz
3394,Garlean Fire
3395,Disdain
3396,Disdain
3397,Admonishment
3398,Admonishment
3399,Admonishment
3400,Outer Turmoil
3401,Animadversion
3402,Condescension
3403,Antipathy
3404,Antipathy
3405,Antipathy
3406,Antipathy
3407,Inner Turmoil
3408,Detonation
3409,Explosion
3410,
3411,Garlean Fire
3412,Ancient Quaga
3413,Ancient Quake
3414,Black Hole
3415,White Hole
3416,Shockwave
3417,
3418,Hunter's Moon
3419,Aetherial Distribution
3420,Dark IV
3421,Isten Burst
3422,Sina Burst
3423,Salas Burst
3424,Dark II
3425,Extend
3426,Blight
3427,Aetherial Pull
3428,Aetherial Tide
3429,Comet
3430,Meteor
3431,Dark Fire
3432,Spark
3433,Spark
3434,End of Days
3435,End of Days
3436,アシエン・ナブリアレス：ダテレポ：ナブリアレス戦
3437,Quake III
3438,
3439,Void Call
3440,Rot Gas
3441,the Dragon's Breath
3442,White Wind
3443,Double
3444,Triple
3445,Granite Rain
3446,Frost Breath
3447,Sheet of Ice
3448,Rime Wreath
3449,Plasma Release
3450,Web of Lightning
3451,Collapse
3452,Spiked Tail
3453,Rake
3454,Engulfing Flames
3455,Swinge
3456,Hard Stomp
3457,Diamondback
3458,Tortoise Stomp
3459,Burning Cyclone
3460,Salivous Snap
3461,Dragon Breath
3462,Toxic Vomit
3463,Lunge
3464,Electric Velitation
3465,Strident Scream
3466,Levinshower
3467,Electrify
3468,Ripper Claw
3469,Fireball
3470,Heat Breath
3471,Tail Smash
3472,Wild Charge
3473,Bloodboil
3474,Bone Shaker
3475,Batterhorn
3476,Bitter End
3477,Giga Jump
3478,Grand Sword
3479,Magitek Ray
3480,Exhaust
3481,Grand Strike
3482,Carpet Bomb
3483,Icewind
3484,Moonlight
3485,Bloomshower
3486,Magitek Field
3487,Turret Retrieval
3488,
3489,
3490,
3491,
3492,
3493,
3494,
3495,
3496,
3497,Fire
3498,Sheet of Ice
3499,Mortal Gaze
3500,Carpet Bomb
3501,Fluid Spread
3502,Aetherial Tide
3503,Blazing Trail
3504,Quickchant
3505,Burst
3506,Low Voltage
3507,Reawakening
3508,Attack
3509,Attack
3510,Sour Sough
3511,Icewind
3512,Moonlight
3513,Bloomshower
3514,Ballast
3515,Labored Leap
3516,Stone Skull
3517,Words of Winter
3518,Disclosure
3519,Repel
3520,Liquefy
3521,Liquefy
3522,Blizzard
3523,Dark Blizzard III
3524,Void Call
3525,Tome Seal
3526,Void Spark
3527,Thrub
3528,Deep Darkness
3529,Magic Burst
3530,Abyssal Charge
3531,Abyssal Charge
3532,Abyssal Swing
3533,Abyssal Transfixion
3534,Void Thunder III
3535,Void Blizzard III
3536,Canker
3537,Void Blizzard
3538,Goring Blade
3539,Royal Authority
3540,Divine Veil
3541,Clemency
3542,Sheltron
3543,Tornado Kick
3544,Purification
3545,Elixir Field
3546,Meditation
3547,the Forbidden Chakra
3548,Deliverance
3549,Fell Cleave
3550,Decimate
3551,Raw Intuition
3552,Equilibrium
3553,Blood of the Dragon
3554,Fang and Claw
3555,Geirskogul
3556,Wheeling Thrust
3557,Battle Litany
3558,Empyreal Arrow
3559,the Wanderer's Minuet
3560,Iron Jaws
3561,the Warden's Paean
3562,Sidewinder
3563,Armor Crush
3564,Shadewalker
3565,Smoke Screen
3566,Dream Within a Dream
3567,Duality
3568,Stone III
3569,Asylum
3570,Tetragrammaton
3571,Assize
3572,Aero III
3573,Ley Lines
3574,Sharpcast
3575,Enochian
3576,Blizzard IV
3577,Fire IV
3578,Painflare
3579,Ruin III
3580,Tri-disaster
3581,Dreadwyrm Trance
3582,Deathflare
3583,Indomitability
3584,Broil
3585,Deployment Tactics
3586,Emergency Tactics
3587,Dissipation
3588,Charged Volley Fire
3589,Charged Aether Mortar
3590,Draw
3591,Royal Road
3592,Spread
3593,Redraw
3594,Benefic
3595,Aspected Benefic
3596,Malefic
3597,Stella
3598,Malefic II
3599,Combust
3600,Helios
3601,Aspected Helios
3602,Exalted Detriment
3603,Ascend
3604,Diurnal Sect
3605,Nocturnal Sect
3606,Lightspeed
3607,Luminiferous Aether
3608,Combust II
3609,Disable
3610,Benefic II
3611,Time Dilation
3612,Synastry
3613,Collective Unconscious
3614,Essential Dignity
3615,Gravity
3616,Celestial Opposition
3617,Hard Slash
3618,Shadowskin
3619,Spinning Slash
3620,Scourge
3621,Unleash
3622,Low Blow
3623,Syphon Strike
3624,Unmend
3625,Blood Weapon
3626,Reprisal
3627,Power Slash
3628,Darkside
3629,Grit
3630,Dark Dance
3631,Blood Price
3632,Souleater
3633,Dark Passenger
3634,Dark Mind
3635,Dark Arts
3636,Shadow Wall
3637,Delirium
3638,Living Dead
3639,Salted Earth
3640,Plunge
3641,Abyssal Drain
3642,Sole Survivor
3643,Carve and Spit
3644,Kaltstrahl
3645,Pressure Increase
3646,Kaltstrahl
3647,attack
3648,Royal Fount
3649,Gunnery Pod
3650,Photon Spaser
3651,Hydrothermal Missile
3652,Hydrothermal Missile
3653,Emergency Deployment
3654,Resin Bomb
3655,Resin Bomb
3656,Distress Beacon
3657,Self-destruct
3658,Hypercompressed Plasma
3659,3000-tonze Missile
3660,3000-tonze Missile
3661,Heavy Impact
3662,Light Impact
3663,Emergency Liftoff
3664,Jet Exhaust
3665,Quick Landing
3666,Resin Bomb
3667,Needle Spaser
3668,Particle Collision
3669,Fastcast
3670,Trunk Tawse
3671,Rock of Ages
3672,Wooly Inspiration
3673,Tusk Butt
3674,Rout
3675,Rear
3676,Prehistoric Trumpet
3677,Skullsplinter
3678,Tumulus
3679,Lifeless Wail
3680,Death Spiral
3681,Widowmaker
3682,Overturn
3683,Dead Alive
3684,Rictus
3685,Iron Tempest
3686,Blizzard
3687,Black Eruption
3688,Black Eruption
3689,Lifeless Wind
3690,a Bone Reborn
3691,Brain Drain
3692,Golden Talons
3693,Freefall
3694,Alpine Draft
3695,Whirling Gaol
3696,Winds of Winter
3697,Whirling Gaol
3698,Imprison
3699,Whirligig
3700,falling rubble
3701,Shatter
3702,Thump
3703,Slowball
3704,Chilling Cyclone
3705,Sanguine Bite
3706,Burst
3707,Mana Capacitor
3708,Muscle Activator
3709,Kaltstrahl
3710,Pressure Increase
3711,attack
3712,Dragonfly Avatar
3713,Scorpion Avatar
3714,Beetle Avatar
3715,Blinding Blade
3716,the Seeing Tail
3717,the Seeing Wing
3718,Revengeance
3719,Prelude to Slaughter
3720,Prelude to Slaughter
3721,Prelude to Slaughter
3722,Prelude to Slaughter
3723,Slaughter
3724,Slaughter
3725,Slaughter
3726,Slaughter
3727,Tapasya
3728,Tapasya
3729,Atma-Linga
3730,Falling Laughter
3731,Bloody Fuller
3732,
3733,
3734,Laughing Moon
3735,Chandrahas
3736,the Rose of Conviction
3737,the Rose of Conquest
3738,Pillars of Heaven
3739,Surpanakha
3740,the Rose of Hate
3741,Swift Slaughter
3742,Swift Slaughter
3743,Blinding Blade
3744,the Seeing Left
3745,the Seeing Right
3746,the Seeing Wings
3747,Revengeance
3748,Tapasya
3749,Tapasya
3750,Atma-Linga
3751,Swift Liberation
3752,Swift Liberation
3753,Swift Liberation
3754,Swift Liberation
3755,Swift Liberation
3756,Final Liberation
3757,Final Liberation
3758,Final Liberation
3759,Final Liberation
3760,
3761,Warlord Shell
3762,Warlord Flame
3763,Bloody Fuller
3764,Laughing Moon
3765,Chandrahas
3766,the Rose of Conviction
3767,the Rose of Conquest
3768,Pillars of Heaven
3769,Laughing Rose
3770,Surpanakha
3771,the Rose of Hate
3772,Prelude to Liberation
3773,Prelude to Liberation
3774,Prelude to Liberation
3775,Prelude to Liberation
3776,Liberation
3777,Liberation
3778,Liberation
3779,Void Spark
3780,Void Spark
3781,Chaos Blast
3782,Void Call
3783,Paperweight
3784,Deathtrap
3785,Ink Blot
3786,Tackle
3787,Level 5 Death
3788,Death Ray
3789,Horror Eye
3790,Weighing of the Heart
3791,Dark Fire III
3792,Weighing of the Heart
3793,Bloody Caress
3794,Acid Rain
3795,Photosynthesis
3796,Quick Creeper
3797,Phytobeam
3798,Leafstorm
3799,Acid Rain
3800,
3801,Acid Spray
3802,Acid Cloud
3803,Overbite
3804,Razor Scales
3805,Ensnare
3806,Mad Dash
3807,Mad Dash
3808,Mad Dash
3809,Mad Dash
3810,Primordial Roar
3811,Abyssic Buster
3812,Dark Star
3813,Chaos Blast
3814,Comet
3815,Heavensfall
3816,Comet
3817,Heavensfall
3818,Heavensfall
3819,Chaos Blast
3820,Digest
3821,Uplander Doom
3822,Self-destruct
3823,Searing Wind
3824,Void Blizzard III
3825,Terminus Est
3826,attack
3827,Fluid Swing
3828,Splash
3829,Protean Wave
3830,Protean Wave
3831,Protean Wave
3832,Protean Wave
3833,Sluice
3834,Sluice
3835,Sluice
3836,Fluid Swing
3837,Valve
3838,Cascade
3839,Cascade
3840,Digititis
3841,Ferrofluid
3842,Liquid Gaol
3843,attack
3844,attack
3845,Fluid Strike
3846,Fluid Strike
3847,Wash Away
3848,Digititis
3849,Equal Concentration
3850,Hand of Pain
3851,Hand of Prayer
3852,Hand of Parting
3853,Fluid Claw
3854,Release
3855,Contamination
3856,Drainage
3857,Severe Contamination
3858,Ferrofluid
3859,Magnetism
3860,Ultramagnetism
3861,Repel
3862,
3863,Contamination
3864,Drainage
3865,Protean Wave
3866,Liquid Gaol
3867,Pressurize
3868,Outburst
3869,Oil Blast
3870,Oil Blast
3871,Current Leakage
3872,Current Leakage
3873,Mucilage
3874,
3875,
3876,
3877,
3878,
3879,
3880,
3881,Hydromorph
3882,Countershade
3883,Filoplumes
3884,Feather Squall
3885,Feather Squall
3886,Sideslip
3887,Electric Predation
3888,Ionospheric Charge
3889,Electric Cachexia
3890,Electrocution
3891,Electrocution
3892,Ground
3893,Lightning Bolt
3894,Reflux
3895,Spiked Tail
3896,the Serpent's Apple
3897,Body Slam
3898,Original Sin
3899,Fall of Man
3900,Folly
3901,Self-destruct
3902,Cyclonic Separation
3903,the Scarlet Whisper
3904,the Scarlet Price
3905,the Scarlet Price
3906,Scarlet Thread
3907,Deafening Bellow
3908,the Sable Price
3909,Sable Weave
3910,Massacre
3911,Massacre
3912,Takeoff
3913,Touchdown
3914,Personal Barrier
3915,Blazing Trail
3916,Fireball
3917,Roast
3918,Fireball
3919,Touchdown
3920,Rime Wreath
3921,Frost Breath
3922,Explosion
3923,Tramontane
3924,Terminus Est
3925,Sanguine Blade
3926,Between the Lines
3927,Coryza
3928,Fireball
3929,Iceball
3930,Dragon's Blood
3931,Hydrothermal Missile
3932,Mortal Revolution
3933,Perpetual Ray
3934,Carnage Zero
3935,Perpetual Ray
3936,Hydrothermal Missile
3937,Discoid
3938,Emergency Quarantine
3939,Carnage
3940,Judgment Nisi
3941,Judgment Nisi
3942,Royal Pentacle
3943,Aetherochemical Laser
3944,Explosion
3945,Panzerfaust
3946,Pressure Decrease
3947,Kaltstrahl
3948,Wirbelwind
3949,Exhaust
3950,Reducible Complexity
3951,Laser Absorption
3952,Laser Diffusion
3953,Reprobation
3954,Retribution
3955,Reprobation
3956,Retribution
3957,Exhaust
3958,Final Sentence
3959,Fracture
3960,Forward Cannon
3961,Words of Winter
3962,Rapid Sever
3963,Double Sever
3964,Double Sever
3965,Double Sever
3966,Atmospheric Displacement
3967,Overclock
3968,Atmospheric Compression
3969,11-tonze Swipe
3970,111-tonze Swing
3971,10-tonze Slash
3972,Disorienting Groan
3973,Disorienting Groan
3974,Zoom In
3975,1111-tonze Swing
3976,Feast
3977,Sanctification
3978,Unholy
3979,Aetherochemical Explosive
3980,Aetherochemical Explosion
3981,the Educator
3982,Broken Glass
3983,Aetherochemical Mine
3984,Aetherochemical Explosion
3985,Seed of the Rivers
3986,the Educator boot sequence
3987,
3988,Auto-cannons
3989,
3990,
3991,First Lesson
3992,Thunder Thrust
3993,Lightning Bolt
3994,Dragon's Blood
3995,Ripper Claw
3996,Fireball
3997,Heat Breath
3998,Tail Smash
3999,Wild Charge
4000,Hand of the Empire
4001,Innocence
4002,Mark of Death
4003,Tail Screw
4004,Wild Instinct
4005,Terminus Est
4006,
4007,Garlean Fire
4008,Burn
4009,Chaos Blast
4010,Cetacean Rage
4011,Baleen Bomb
4012,Rain Storm
4013,Mortal Revolution
4014,Primal Tears
4015,Sharp Gust
4016,Lightning Bolt
4017,Magicked Bubble
4018,Writhe
4019,Whale Song
4020,Breach Blast
4021,Windcaller
4022,Explosion
4023,Spiritual Ray
4024,Water Cannon
4025,Death Blossom
4026,Morrowmotes
4027,Falling Sky
4028,Howling Wing
4029,Powerful Gust
4030,Extreme Wind
4031,Dry Fin
4032,Dead Wind
4033,Wet Fin
4034,Dead Water
4035,Baleen Bomb
4036,Vacuum Wave
4037,Atmospheric Disruption
4038,Shrug
4039,
4040,
4041,
4042,Hardsilver Chain
4043,Bodyhurt Breakblock
4044,Brainhurt Breakblock
4045,Tempered Will
4046,Sniper Shot
4047,Goblin Rush
4048,Gobbieboom
4049,Snapcannon
4050,Heavydoom
4051,Meltyspume
4052,Kaltstrahl
4053,Pressure Increase
4054,Blitzstrahl
4055,Snapcannon
4056,Boomcannon
4057,Bangyzoom
4058,Carpet Bomb
4059,Giant Bomb
4060,Explosion
4061,Massive Explosion
4062,Heavydoom
4063,Cracklyplume
4064,Meltyspume
4065,Stickyloom
4066,Self-destruct
4067,Recharge
4068,FF11クラブ：マウント・ゴブリンカニ戦車：自爆
4069,Rain Storm
4070,Thunderhead
4071,Lightning Bolt
4072,Clear Vision
4073,Bountiful Yield
4074,Collector's Glove
4075,Methodical Appraisal
4076,Instinctual Appraisal
4077,Impulsive Appraisal
4078,Discerning Eye
4079,Utmost Caution
4080,Deep Breath
4081,Luck of the Mountaineer
4082,Dredge
4083,Dredge II
4084,Single Mind
4085,Last Ditch
4086,Flora Mastery
4087,Bountiful Harvest
4088,Collector's Glove
4089,Methodical Appraisal
4090,Instinctual Appraisal
4091,Impulsive Appraisal
4092,Discerning Eye
4093,Utmost Caution
4094,Deep Breath
4095,Luck of the Pioneer
4096,Prune
4097,Prune II
4098,Single Mind
4099,Last Ditch
4100,Snagging
4101,Collect
4102,Patience
4103,Powerful Hookset
4104,Chum
4105,Fish Eyes
4106,Patience II
4107,
4108,Sacred Totem
4109,Sacred Totem
4110,Totem Chant
4111,Vanu Stripe
4112,Morrowcloud
4113,Strong Wind
4114,Deep Depression
4115,Vacuum Wave
4116,Turbine
4117,Fin Rays
4118,74 Degrees
4119,Overflow
4120,
4121,
4122,Advent
4123,
4124,
4125,Heavenly Slash
4126,Holiest of Holy
4127,Holy Shield Bash
4128,Solid Ascension
4129,Solid Ascension
4130,Shining Blade
4131,Execution
4132,Bright Flare
4133,Heavy Swing
4134,Hyperdimensional Slash
4135,Faith Unmoving
4136,Dimensional Collapse
4137,Dimensional Collapse
4138,Dimensional Collapse
4139,Dimensional Collapse
4140,Dimensional Rip
4141,Stellar Implosion
4142,Dimensional Torsion
4143,Fire
4144,Altar Candle
4145,Heavensflame
4146,Heavensflame
4147,Holy Chain
4148,Holy Chain
4149,Altar Pyre
4150,
4151,Pure of Heart
4152,White Knight's Tour
4153,Black Knight's Tour
4154,Turret Charge
4155,Turret Charge
4156,Sacred Flame
4157,Fire II
4158,Gale Cut
4159,Page Tear
4160,
4161,(仮)帝国バリア装置：シールド展開
4162,Black Nebula
4163,Head Down
4164,Bone Shaker
4165,Tail Smash
4166,
4167,Bibliocide
4168,Vacuum Blade
4169,attack
4170,Deathly Whisk
4171,Reedmace
4172,Low Caterwaul
4173,High Caterwaul
4174,Forward Fulguration
4175,Flank Fulguration
4176,Flank Fulguration
4177,Rear Fulguration
4178,Electromagnetic Coil
4179,Precision Hookset
4180,
4181,Pellet
4182,Soul Douse
4183,Nymian plague
4184,
4185,
4186,
4187,
4188,
4189,
4190,attack
4191,Ascalon's Might
4192,Ascalon's Mercy
4193,Ascalon's Mercy
4194,Lightning Storm
4195,Lightning Storm
4196,Meteorain
4197,Meteorain
4198,Ancient Quaga
4199,Knights of the Round
4200,the Dragon's Eye
4201,the Dragon's Gaze
4202,Ultimate End
4203,the Light of Ascalon
4204,Broad Swing
4205,Sacred Cross
4206,Heavenly Slash
4207,Holiest of Holy
4208,Holy Bladedance
4209,Holy Bladedance
4210,Shining Blade
4211,Bright Flare
4212,Dimensional Collapse
4213,Dimensional Collapse
4214,Conviction
4215,Conviction
4216,Eternal Conviction
4217,Heavy Impact
4218,Heavy Impact
4219,Heavy Impact
4220,Heavy Impact
4221,Heavy Impact
4222,Spiral Thrust
4223,Spiral Pierce
4224,Skyward Leap
4225,
4226,Skyward Leap
4227,Heavensflame
4228,Heavensflame
4229,Heavensflame
4230,Heavensflame
4231,Heavensflame
4232,Holy Chain
4233,Hiemal Storm
4234,Hiemal Storm
4235,Holy Meteor
4236,Comet Impact
4237,Meteor Impact
4238,Big Shot
4239,Desperado
4240,Land Waker
4241,Dark Force
4242,Dragonsong Dive
4243,Chimatsuri
4244,Sagittarius Arrow
4245,Satellite Beam
4246,Teraflare
4247,Angel Feathers
4248,Astral Stasis
4249,Terminal Velocity
